id,question,skill,choice1,choice2,choice3,choice4,correct_choice,explanation1,explanation2,explanation3,explanation4,category,status
19360,Which Old Testament character was chosen by God to lead the Israelites out of slavery in Egypt?,medium,Noah,Moses,David,Abraham,2,Noah was chosen by God to build an ark to save his family and a pair of every kind of animal from a flood.,Moses was chosen by God to lead the Israelites out of slavery in Egypt and receive the Ten Commandments.,David was chosen by God to become king of Israel and defeat Goliath.,Abraham was chosen by God to be the father of many nations and his descendants became the Jewish people.,Old Testament Characters,checked 2023-06-03 12:07:57
19361,Who was the first person in the Bible to be referred to as a prophet?,medium,Ezekiel,Isaiah,Moses,Samuel,3,Ezekiel was a 6th century BC prophet who was taken to Babylon in the first wave of captives with Jehoiachin.,"Isaiah was a prophet who lived in Jerusalem during the reigns of four kings of Judah: Uzziah, Jotham, Ahaz, and Hezekiah.","Moses was referred to as a prophet in Deuteronomy 34:10, and is credited with writing the books of the Law (Genesis, Exodus, Leviticus, Numbers and Deuteronomy).",Samuel was a prophet who played an important role in the transition from the period of the judges to the monarchy in Israel and anointed the first two kings of Israel: Saul and David.,Old Testament Characters,checked 2023-06-03 12:08:04
19362,Which Old Testament character was known for his strength and defeated a lion with his bare hands?,medium,David,Samson,Solomon,Moses,2,"David was known for his bravery and defeating the giant Goliath, but not for strength and defeating a lion.","Correct! Samson was a judge of Israel and was known for his impressive strength, as well as defeating a lion with his bare hands.","Solomon was known for his wisdom, not his strength.","Moses was known for leading the Israelites out of Egypt, not for his physical strength.",Old Testament Characters,checked 2023-06-03 12:08:11
19363,Who was the tax collector that became a disciple of Jesus?,medium,Matthew,Mark,John,Luke,1,Matthew was a tax collector before he became a disciple of Jesus.,"Mark was a disciple of Jesus, but he was not a tax collector.",John was a fisherman before he became a disciple of Jesus.,Luke was a physician who wrote one of the four Gospels.,New Testament Characters,checked 2023-06-03 12:08:16
19364,Who was the disciple of Jesus that betrayed him for 30 pieces of silver?,medium,Simon Peter,Judas Iscariot,John the Baptist,"James, son of Zebedee",2,"Simon Peter was one of the closest disciples of Jesus, but he did not betray him.",Judas Iscariot was the one who betrayed Jesus for 30 pieces of silver.,John the Baptist was a prophet who baptized Jesus.,"James, son of Zebedee was one of the twelve apostles and the brother of John the Apostle.",New Testament Characters,checked 2023-06-03 12:08:20
19365,Who was the father of John the Baptist?,medium,Zacharias,Simeon,Zechariah,Ezekiel,1,Zacharias was the father of John the Baptist. He was a priest of the Abijah division and married to Elizabeth.,Simeon was a devout man who received Jesus as an infant in the temple. He gave the famous prophecy that Jesus would be a light to the Gentiles.,Zechariah was a prophet who wrote the book named after him. He prophesied about the coming of the Messiah.,Ezekiel was a prophet who wrote the book named after him. He prophesied about the exile of Israel in Babylon.,New Testament Characters,checked 2023-06-03 12:08:28
19366,Who was the disciple who betrayed Jesus for thirty pieces of silver?,medium,Peter,John,Judas,Thomas,3,Peter denied Jesus three times,John was a beloved disciple of Jesus,Judas betrayed Jesus and gave him a kiss to identify him to the soldiers,Thomas was known as 'Doubting Thomas',New Testament Characters,checked 2023-06-03 12:08:33
19367,Who was the physician and traveling companion of the apostle Paul?,medium,Timothy,Barnabas,Luke,Silas,3,"Incorrect, Timothy was another companion of Paul but not a physician.","Incorrect, Barnabas was a companion of Paul, but not a physician.",Correct! Luke was a physician and a traveling companion of the apostle Paul.,"Incorrect, Silas was a companion of Paul but not a physician.",New Testament Characters,checked 2023-06-03 12:08:36
19368,Which New Testament character was a former tax collector?,medium,John the Baptist,Mark the Evangelist,Matthew the Apostle,Luke the Evangelist,3,"John the Baptist was not a tax collector, he was a prophet who baptized Jesus.","Mark the Evangelist was not a tax collector, he was one of the four gospel writers.",Matthew the Apostle was a former tax collector before he became one of Jesus' disciples.,"Luke the Evangelist was not a tax collector, he was one of the four gospel writers.",New Testament Characters,checked 2023-06-03 12:08:40
19369,Which New Testament character was nicknamed ‘Doubting Thomas’?,medium,John,Peter,Thomas,Matthew,3,John was the beloved disciple,Peter was the disciple who denied Jesus three times,Thomas was skeptical of Jesus' resurrection and wanted physical proof,Matthew was a former tax collector who became one of Jesus' disciples,New Testament Characters,checked 2023-06-03 12:08:45
19370,Who is often referred to as the beloved disciple in the New Testament?,medium,Peter,Paul,John,Mark,3,"Peter was a disciple of Jesus, but he was not referred to as the beloved disciple.","Paul was an apostle, but he was not referred to as the beloved disciple.",Correct! John is often referred to as the beloved disciple in the New Testament.,"Mark was a disciple of Jesus, but he was not referred to as the beloved disciple.",New Testament Characters,checked 2023-06-03 12:08:49
19371,Who was the apostle who betrayed Jesus to the authorities for money?,medium,Peter,Andrew,Judas Iscariot,John,3,Peter was one of Jesus' closest disciples and was often mentioned in the Bible.,Andrew was Peter's brother and one of Jesus' apostles.,Judas Iscariot was one of Jesus' twelve apostles and is known for betraying Jesus to the authorities for thirty pieces of silver.,John was one of Jesus' closest disciples and is known as the author of the Gospel of John.,New Testament Characters,checked 2023-06-03 12:08:54
19372,Which New Testament character was a tax collector before becoming a disciple of Jesus? ,medium,Peter,John,Matthew,James,3,Peter and John were fishermen.,John was the brother of James and they were both fishermen.,Matthew was a tax collector before becoming a disciple of Jesus.,James was the son of Zebedee and a fisherman.,New Testament Characters,checked 2023-06-03 12:08:59
19373,"In what year was the Council of Nicea held, which played a crucial role in defining the doctrine of the Trinity?",medium,325 AD,367 AD,431 AD,451 AD,1,The Council of Nicea was held in the year 325 AD.,The year 367 AD is not associated with the Council of Nicea.,The Council of Ephesus was held in the year 431 AD.,The Council of Chalcedon was held in the year 451 AD.,Key Christian Events,checked 2023-06-03 12:09:04
19374,"What event marks the beginning of the Christian Church, when the Holy Spirit descended upon the apostles of Jesus after his ascension?",medium,Transfiguration,Pentecost,Passover,Easter Sunday,2,"Sorry, that's incorrect. The Transfiguration is the event where Jesus' appearance is transformed in front of his disciples.","Correct! Pentecost is the event where the Holy Spirit came down to the apostles who were gathered in a room, ten days after Jesus ascended into heaven.","Sorry, that's incorrect. Passover is a Jewish holiday that celebrates the liberation of the Israelites from slavery in ancient Egypt.","Sorry, that's incorrect. Easter Sunday is the day when Christians celebrate the resurrection of Jesus Christ.",Key Christian Events,checked 2023-06-03 12:09:08
19375,Which event is known as the birth of the Church in Christian history?,medium,The Last Supper,The Transfiguration,The Resurrection,The Day of Pentecost,4,This event marks the last meal that Jesus shared with his disciples before his crucifixion.,This event marks Jesus' appearance to three of his disciples in a glorified state.,This event marks the resurrection of Jesus from the dead after his crucifixion.,This event marks the descent of the Holy Spirit upon the apostles and the beginning of the Christian Church.,Key Christian Events,checked 2023-06-03 12:09:13
19376,In what year did Emperor Constantine convert to Christianity?,medium,313 AD,325 AD,337 AD,381 AD,1,"In 313 AD, Emperor Constantine issued the Edict of Milan, which gave Christians the freedom to worship openly and without fear of persecution.","The year 325 was the date of the Council of Nicaea, which was a meeting of Christian bishops convened by the Emperor Constantine to resolve theological disputes.","In 337 AD, Constantine's son Constantius II became emperor and continued his father's policies of supporting Christianity. ","The year 381 AD was the date of the Council of Constantinople, which was a meeting of Christian bishops that resulted in the Nicene Creed.",Key Christian Events,checked 2023-06-03 12:09:20
19377,Which Christian event commemorates the descent of the Holy Spirit upon the apostles and other followers of Jesus while they were in Jerusalem?,medium,Easter Sunday,Pentecost,Christmas,Ascension Day,2,Easter Sunday celebrates the resurrection of Jesus from the dead.,Pentecost marks the beginning of the Christian church and is celebrated 50 days after Easter Sunday.,Christmas commemorates the birth of Jesus.,Ascension Day is celebrated 40 days after Easter Sunday and commemorates Jesus ascending into heaven.,Key Christian Events,checked 2023-06-03 12:09:25
19378,What was the significance of the Council of Nicaea in 325 AD?,medium,To establish the divinity of Jesus and address the Arian heresy,To determine which books would be included in the New Testament,To establish the doctrine of the Trinity,To address the issue of clerical celibacy,1,"The Council of Nicaea was convened by Emperor Constantine to address the Arian heresy, which denied the divinity of Jesus.",The canon of the New Testament was not formalized until the late 4th century.,"The doctrine of the Trinity was an important theological development, but it was not officially established until later councils.",The issue of clerical celibacy was not a major concern until centuries later.,Key Christian Events,checked 2023-06-03 12:09:30
19379,What is the name of the day that commemorates the crucifixion of Jesus Christ?,medium,Christmas Day,Ash Wednesday,Good Friday,Easter Sunday,3,Christmas Day celebrates the birth of Jesus Christ.,"Ash Wednesday marks the beginning of Lent, a period of fasting and repentance in preparation for Easter.",Good Friday is the day on which Christians commemorate the crucifixion of Jesus Christ.,Easter Sunday celebrates the resurrection of Jesus Christ from the dead.,Key Christian Events,checked 2023-06-03 12:09:34
19380,Which event marks the birth of Jesus Christ and is celebrated on December 25 every year?,medium,Easter,Pentecost,Christmas,Palm Sunday,3,Easter marks the resurrection of Jesus Christ,Pentecost marks the descent of the Holy Spirit upon the Apostles,Christmas marks the birth of Jesus Christ which is celebrated on December 25th every year,Palm Sunday marks the beginning of Holy Week and commemorates Jesus' entry into Jerusalem,Key Christian Events,checked 2023-06-03 12:09:41
19381,In what year did the Council of Nicaea take place?,medium,325 AD,500 AD,732 AD,1066 AD,1,This was the year in which the first great council of the Christian church was held.,"This date is much too late for the Council of Nicaea, which took place in the fourth century AD.","This date is much too late for the Council of Nicaea, which took place in the fourth century AD.","This date is much too late for the Council of Nicaea, which took place in the fourth century AD.",Key Christian Events,checked 2023-06-03 12:09:48
19382,"What is the name of the major religious feast that commemorates the descent of the Holy Spirit upon the Apostles and other followers of Jesus Christ, as described in the New Testament?",medium,Easter Sunday,Pentecost,Advent,Epiphany,2,Incorrect. Easter Sunday celebrates the resurrection of Jesus Christ from the dead.,Correct! Pentecost is when the Holy Spirit first descended upon the Apostles and they began to preach the Gospel.,Incorrect. Advent is the period preceding Christmas during which Christians prepare for the birth of Jesus Christ.,"Incorrect. Epiphany celebrates the visit of the Magi, or Wise Men, to the infant Jesus.",Key Christian Events,checked 2023-06-03 12:09:53
19383,"In which book of the Bible can you find the quote 'For everything there is a season, and a time for every matter under heaven'?",medium,Psalms,Proverbs,Ecclesiastes,Song of Solomon,3,"This is a book of praise and worship, and contains many well-known songs and poems.","This book contains collections of wise sayings and teachings on various topics, including wisdom, morality, and the nature of God.","This book consists of reflections on the meaning of life and the human condition, including the inevitability of death and the search for lasting happiness.","This book is a love poem that celebrates the sensual and emotional aspects of human love, often using metaphor and symbolism to convey its message.",Books of the Bible,checked 2023-06-03 12:09:59
19384,In which book of the Bible does the story of Samson appear?,medium,Judges,Ecclesiastes,Esther,Hosea,1,"Samson's story is told in the book of Judges, chapters 13-16",Ecclesiastes is a book of wisdom literature comprising reflections on the meaning of life and the nature of existence,Esther is a book about the Jewish queen of Persia who saves her people from destruction,Hosea is a prophetic book that warns Israel and Judah to return to God,Books of the Bible,checked 2023-06-03 12:10:06
19385,In which book of the Bible does God appear to Job in a whirlwind?,medium,Psalms,Job,Ecclesiastes,Proverbs,2,"Incorrect. Psalms is a book of poems and songs, but it does not feature the story of Job.","Correct! God appears to Job in a whirlwind in the book of Job, which explores the nature of suffering and the character of God.","Incorrect. Ecclesiastes is a book of wisdom literature that asks profound questions about the meaning of life, but it does not include the story of Job.","Incorrect. Proverbs is a book of wisdom literature that offers practical advice on many topics, but it does not include the story of Job.",Books of the Bible,checked 2023-06-03 12:10:12
19386,Which book of the Bible includes the story of Esther and her role in saving the Jewish people from destruction?,medium,Leviticus,Esther,Judges,Ecclesiastes,2,Leviticus focuses on laws and rituals for sacrifice and worship.,Esther tells the story of a Jewish exile who becomes queen and saves her people from destruction.,Judges introduces various leaders and their role in Israel's history.,Ecclesiastes explores the meaning of life and the fleeting nature of wealth and pleasure.,Books of the Bible,checked 2023-06-03 12:10:17
19387,Which book of the Bible is attributed to the authorship of Moses?,medium,Exodus,Leviticus,Deuteronomy,Numbers,3,Exodus is attributed to Moses as well as Leviticus and Numbers.,Leviticus is attributed to Moses as well as Exodus and Numbers.,Deuteronomy is attributed to Moses as well as Exodus and Numbers.,Numbers is attributed to Moses as well as Exodus and Leviticus.,Books of the Bible,checked 2023-06-03 12:10:22
19388,In which book of the Bible does the story of Noah and the ark appear?,medium,Genesis,Exodus,Leviticus,Numbers,1,Correct! Genesis tells the story of Noah and the flood.,Incorrect. Exodus is the second book of the Bible and is mostly about the Israelites' escape from slavery in Egypt.,Incorrect. Leviticus is the third book of the Bible and focuses mainly on laws and rituals for the Israelite community.,Incorrect. Numbers is the fourth book of the Bible and describes the Israelites' journeys in the wilderness.,Books of the Bible,checked 2023-06-03 12:10:26
19389,Which book of the Bible contains the famous story of Jonah and the whale?,medium,Leviticus,Jonah,Revelation,Psalms,2,Leviticus is a book of laws and rituals for the Levites and priests.,The book of Jonah is about a prophet who is swallowed by a large fish and preaches repentance to the people of Nineveh.,Revelation is a book of prophecy about the end times.,Psalms is a book of poetry and hymns attributed to various authors.,Books of the Bible,checked 2023-06-03 12:10:31
19390,"In the New Testament, which book tells the story of Saul's conversion to Christianity on the Road to Damascus?",medium,Matthew,Acts,Romans,1 Corinthians,2,"Matthew gives an account of the birth, baptism, and ministry of Jesus Christ, but not Saul's conversion.","The book of Acts, primarily written by Luke, tells the story of the early Christian church, including Saul's conversion in chapter 9.","Romans is a letter written by Paul to the Christians in Rome, but it does not detail Saul's conversion.","1 Corinthians is a letter written by Paul to the Christians in Corinth, but it does not detail Saul's conversion.",Books of the Bible,checked 2023-06-03 12:10:35
19391,"In the parable of the Good Samaritan, who passed by the man that was beaten and robbed on the road?",medium,A Levite,A Pharisee,A Priest,None of the above,1,The Levite saw the beaten man on the side of the road but passed him by and did not offer to help.,The Pharisee did not appear in the parable.,The Priest saw the beaten man on the side of the road but passed him by and did not offer to help.,The correct answer is A Levite. ,Parables of Jesus,draft
19392,What is the meaning of the parable of the mustard seed?,medium,A small seed can grow into a big tree with many branches,A little bit of faith can move mountains,A person's true worth is not determined by their outer appearance,Everyone deserves a second chance,1,The parable of the mustard seed teaches us that a small and insignificant beginning can lead to great things and that the Kingdom of God will continue to grow.,This answer is incorrect. It is actually a different parable that teaches the power of faith.,This answer is incorrect. It is actually a different parable that teaches that we should not judge others by their appearance.,This answer is incorrect. It is actually a different parable about forgiveness.,Parables of Jesus,checked 2023-06-03 12:16:09
19393,What is the meaning of the parable of the prodigal son?,medium,It teaches about the importance of forgiveness.,It teaches about the dangers of greed.,It teaches about the benefits of hard work.,It teaches about the rewards of honesty.,1,"The parable of the prodigal son is a story that Jesus told to teach about the importance of forgiveness. In the parable, a son who had left his family and squandered his inheritance returns home, and his father forgives and welcomes him with open arms.","Although greed and materialism are common themes in the Bible, they are not the focus of the parable of the prodigal son.",The parable does not emphasize the benefits of hard work or the consequences of laziness.,"While honesty is an important virtue, it is not the subject of the parable of the prodigal son.",Parables of Jesus,checked 2023-06-03 12:16:16
19394,"In the parable of the Good Samaritan, which two people pass by the injured man before the Samaritan helps him?",medium,A priest and a Levite,Two robbers,A Pharisee and a Sadducee,A beggar and a blind man,1,"In the parable of the Good Samaritan, a Jewish man is robbed and left for dead on the side of the road. Both a priest and a Levite pass by the man without helping him.",The two people who passed by the injured man before the Good Samaritan helped him were a priest and a Levite.,A Pharisee and a Sadducee are not mentioned in the parable of the Good Samaritan.,A beggar and a blind man are not relevant to the parable of the Good Samaritan.,Parables of Jesus,checked 2023-06-03 12:16:19
19395,"In the parable of the sower, what happened to the seed that fell on the thorns?",medium,It grew but was choked by the thorns,It was eaten by the birds,It grew and produced a bountiful yield,It didn't grow at all,1,"The seed that fell on thorns grew, but was choked by the thorns and didn't produce a crop.",This happened to the seed that fell on the path.,This happened to the seed that fell on good soil.,This didn't happen in the parable.,Parables of Jesus,checked 2023-06-03 12:16:24
19396,"In the parable of the sower, what do the seeds that fell on the thorny ground represent?",medium,"People who hear the word, but the worries of this life and the deceitfulness of wealth choke it, making it unfruitful","People who hear the word, but they fall away when they face persecution or hardship","People who hear the word, but the devil comes and takes it away from their hearts","People who hear the word and understand it, and produce a crop, yielding a hundred, sixty or thirty times what was sown",1,"Jesus explained that the seed that fell among the thorns represents those who hear the word, but the worries of this life and the deceitfulness of wealth choke it, making it unfruitful. (Matthew 13:22)",This choice pertains to the seeds that fell on rocky ground in the parable. (Matthew 13:20-21),This choice pertains to the seeds that fell along the path in the parable. (Matthew 13:19),This choice pertains to the seeds that fell on good soil in the parable. (Matthew 13:23),Parables of Jesus,checked 2023-06-03 12:16:28
19397,"In the parable of the Good Samaritan, what did the Samaritan use to treat the wounded man's injuries?",medium,Oil and wine,Bandages and ointments,Water and soap,A first aid kit,1,The Samaritan poured oil and wine on the man's wounds to clean and disinfect them.,Bandages and ointments were not specifically mentioned in the parable.,Water and soap were not specifically mentioned in the parable.,A first aid kit was not specifically mentioned in the parable.,Parables of Jesus,draft
19398,What parable did Jesus tell about a farmer who scattered seeds on different types of soil?,medium,The Parable of the Sower,The Parable of the Wheat and Weeds,The Parable of the Mustard Seed,The Parable of the Ten Virgins,1,The Parable of the Sower is about a farmer who scattered seeds on different types of soil.,"The Parable of the Wheat and Weeds is about a farmer who sowed good seed in his field, but an enemy came and sowed weeds among the wheat.",The Parable of the Mustard Seed is about a tiny mustard seed that grows into a huge tree.,The Parable of the Ten Virgins is about ten girls who went to meet a bridegroom and five of them brought extra oil for their lamps.,Parables of Jesus,checked 2023-06-03 12:22:03
19399,What is the meaning behind the Parable of the Good Samaritan?,medium,One should avoid helping people who are in trouble.,Only people who share your beliefs should be helped.,"One should help anyone in need, regardless of any differences.",Helping others only leads to trouble.,3,This goes against the lesson of the parable.,The parable does not mention anything about religion or beliefs.,"The Parable of the Good Samaritan teaches that we should help anyone in need, regardless of race, religion, or any other differences.",Helping others is considered a virtue in most cultures.,Parables of Jesus,checked 2023-06-03 12:22:07
19400,"In the parable of the sower, where did some of the seed fall according to Jesus?",medium,On the path where the birds ate it up,On rocky soil where it withered away,"Among thorns, which choked it","On good soil, where it produced a crop",4,"This choice is correct, according to the parable, the seed that fell on the path was eaten up by birds.","This choice is incorrect, according to the parable, the seed that fell on rocky soil withered away because it did not have enough soil for the roots to grow.","This choice is incorrect, according to the parable, the seed that fell among thorns was choked because of the plants that grew up and crowded it out.","This choice is correct, according to the parable, the seed that fell on good soil produced a crop.",Parables of Jesus,checked 2023-06-03 12:22:12
19401,What was the name of the prophet who went to heaven in a chariot of fire?,medium,Isaiah,Jeremiah,Elijah,Elisha,3,"Isaiah was a prophet, but he did not go to heaven in a chariot of fire.","Jeremiah was a prophet, but he did not go to heaven in a chariot of fire.",Elijah is the prophet who went to heaven in a chariot of fire.,"Elisha was a prophet, but he did not go to heaven in a chariot of fire.",Bible Miracles,checked 2023-06-03 12:22:16
19402,"What was the first miracle performed by Jesus, according to the Gospel of John?",medium,Turning water into wine at the wedding in Cana,Walking on water,Healing a paralyzed man,Feeding the 5000,1,"In John 2:1-11, Jesus turns water into wine at a wedding in Cana, which is considered to be the first miracle he performed.","Although Jesus did walk on water according to the Gospels, this was not his first miracle.","Jesus did heal a paralyzed man according to the Gospels, but this was not his first miracle.","Jesus did feed the 5000 according to the Gospels, but this was not his first miracle.",Bible Miracles,checked 2023-06-03 12:22:20
19403,Which miracle did Jesus perform in John 9 where he healed a man who was blind from birth?,medium,Jesus healed a man with leprosy,Jesus fed 5000 people with five loaves and two fishes,Jesus turned water into wine,Jesus healed the blind man with mud and saliva,4,This is incorrect as Jesus did heal someone with leprosy but it was not this specific miracle.,This is incorrect as Jesus did feed 5000 people with five loaves and two fishes but it was not this specific miracle.,This is incorrect as Jesus did turn water into wine but it was not this specific miracle.,"This is correct as Jesus spat on the ground, made mud with the saliva and put it on the man's eyes, then instructed him to wash in the Pool of Siloam and the man's sight was restored.",Bible Miracles,checked 2023-06-03 12:22:24
19404,"In the Bible, which miracle did Jesus perform that involved feeding 5,000 people with just 5 loaves of bread and 2 fish?",medium,Healing of the blind man,Turning water into wine,Walking on water,"Feeding of the 5,000",4,"This event happened separately from the healing of the blind man, and involved a large crowd of people who had followed Jesus to a remote location.","Jesus turned water into wine at a wedding feast in Cana, but this was a different miracle.","Jesus did walk on water to meet his disciples in a boat, but this miracle did not involve feeding anyone.","Correct! This miracle involved feeding a large crowd with a small amount of food, demonstrating Jesus' power and compassion.",Bible Miracles,checked 2023-06-03 12:22:31
19405,Which miracle did Elisha perform at Jericho in the Bible?,medium,Healing of the King's Son,Feeding of the 5000,Turning water into wine,Healing of Naaman's leprosy,4,"This miracle was performed by Jesus in the New Testament, not by Elisha in the Old Testament.","This miracle was performed by Jesus in the New Testament, not by Elisha in the Old Testament.","This miracle was performed by Jesus in the New Testament, not by Elisha in the Old Testament.",Elisha healed Naaman's leprosy by instructing him to wash himself in the Jordan River seven times.,Bible Miracles,checked 2023-06-03 12:22:37
19406,"When Moses raised his hand over the Red Sea, what did God do?",medium,God sent a strong wind that blew the waters away,God parted the waters and created a dry path,God caused an earthquake that split the ground and allowed the Israelites to cross,God spoke to the waters and they obeyed him,2,"This is not correct. Although God can send strong winds, this is not what happened in this particular miracle.",Correct! This is the miracle that God performed when Moses raised his hand over the Red Sea. God parted the waters and created a dry path for the Israelites to cross.,"This is not correct. Although God can cause earthquakes, this is not what happened in this particular miracle.","This is not correct. Although God can speak to the waters, this is not what happened in this particular miracle.",Bible Miracles,checked 2023-06-03 12:22:43
19407,Which biblical miracle involved a man being able to walk on water?,medium,Healing of the Blind Man,Feeding of the 5000,Raising Lazarus from the Dead,Jesus Walks on Water,4,This miracle involved Jesus restoring the sight of a man who was born blind.,This miracle involved Jesus feeding a large crowd of people with only five loaves of bread and two fish.,This miracle involved Jesus raising a man from the dead after he had been buried for four days.,This miracle involved Jesus walking on water to reach his disciples who were in a boat during a storm.,Bible Miracles,checked 2023-06-03 12:22:50
19408,Which of the following is NOT a miracle performed by Jesus in the Bible?,medium,Turning water into wine at the wedding in Cana,"Feeding a crowd of 5,000 people with five loaves of bread and two fish",Walking on water to reach his disciples on a boat,Parting the Red Sea to lead the Israelites to safety,4,"Jesus' first miracle was turning water into wine at a wedding in Cana, as described in John 2:1-11.","One of Jesus' most famous miracles was feeding a crowd of 5,000 people with only five loaves of bread and two fish, as described in Matthew 14:13-21.","Jesus famously walked on water to reach his disciples on a boat in the Sea of Galilee, as described in Matthew 14:22-33.","The miracle of parting the Red Sea was performed by Moses, not Jesus, as described in Exodus 14:21-22.",Bible Miracles,checked 2023-06-03 12:22:54
19409,Which prophet parted the river Jordan by touching its waters with his cloak?,medium,Elijah,Isaiah,Jeremiah,Elisha,4,Elijah was a prophet who was taken up to heaven in a whirlwind.,Isaiah was a prophet who served during the reign of King Uzziah.,Jeremiah was a prophet who prophesied during the time of the Babylonian exile.,"Elisha was a prophet who succeeded Elijah and performed many miracles, including parting the Jordan River.",Bible Miracles,checked 2023-06-03 12:23:01
19410,What miracle did Jesus perform when he fed 5000 men with five loaves of bread and two fish?,medium,He made the food multiply,He turned stones into bread,He bought more food from a nearby village,He asked the people to share their own food,1,Jesus made the food multiply miraculously to feed the large crowd,Jesus did not turn stones into bread in this particular miracle,There was no nearby village to buy more food from,The people did not have enough food to share among themselves,Bible Miracles,checked 2023-06-03 12:23:06
